不要	616.43
对不起	612.52
问	609.75
离开	606.89
一点	606.38
一定	604.33
起	603.07
还是	596.13
发现	589.45
所	587.69
住	584.32
件	583.31
正	582.36
而且	578.42
并	578.12
必须	575.92
意思	573.5
放	569.33
不错	564.29
肯定	552.4
电话	547.72
为了	544.74
搞	544.41
棒	544.11
第一	542.29
妈	539.85
地	536.84
进	525.66
那样	521.51
大家	520.41
新	515.43
您	515.08
向	513.29
一些	510.72
三	504.26
那里	500.29
以为	494.3
高兴	491.26
嘛	491.02
老	490.39
位	487.92
过来	483.6
掉	481.15
先	478.74
等等	474.59
生活	474.51
之	471.11
买	469.97
种	468.48
医生	467.38
最后	453.1
之前	452.71
伙计	449.02
手	447.44
任何	444.7
很多	443.38
哪儿	443.35
这种	435.66
上帝	435.37
女人	428.9
名字	427.32
认识	426.39
坐	423.41
今晚	422.64
其他	422.19
喝	417.45
记得	414.29
家伙	412.74
与	408.39
或者	405.32
写	405.08
穿	404.99
弄	404.63
过去	401.98
哪里	401.56
啦	398.52
却	397.84
算	397.57
担心	394.62
继续	394.11
送	393.84
女孩	393.39
以	390
玩	388.51
亲爱	381.05
下来	380.01
成	373.78
条	372.86
够	369.76
父亲	369.61
以前	369.37
跑	367.61
月	365.25
早	363.23
美国	363.23
长	362.87
完全	359.74
宝贝	356.22
号	353.6
枪	353.24
狗	351.99
可是	349.93
世界	349.4
小时	349.04
重要	348.08
谈	347.37
别人	346.18
男人	346.03
头	345.25
机会	344.92
岁	344.48
出去	343.52
活	343.08
看见	341.08
者	339.44
打电话	336.52
喂	336.43
好像	334.28
得到	333.51
警察	333.15
完	332.73
张	332.26
儿子	330.88
之后	330.85
漂亮	328.86
分钟	328.77
接	327.01
场	326.8
再见	326.65
求	325.04
刚	324.56
如何	324.3
比赛	319.74
呀	318.96
情况	318.16
变	315.38
关系	315
真是	314.76
女士	314.31
本	313.77
马上	310.4
决定	307.57
见到	307.54
根本	307.36
关于	306.02
那儿	305.67
难	305.67
只要	305.13
里面	303.55
每	302.68
份	302.68
到底	302.06
了解	301.88
明天	301.31
站	300.51
结束	299.58
公司	299.46
成为	299.23
永远	299.17
帮助	299.08
来说	298.87
多少	297.05
哇	296.63
名	296.6
它们	296.1
总	295.05
确定	294.78
有人	294.43
清楚	293.2
晚上	285.39
安全	284.41
怎样	284.05
没什么	281.76
块	279.16
回家	279.02
留	276.39
周	275.47
愿意	273.98
计划	273.32
爸	272.87
俩	269.39
停	269.12
不能	268.85
他妈的	268.46
说话	267.84
另	267.48
心	266.94
花	266.7
她们	265.66
有些	264.98
门	264.68
感谢	264.11
谈谈	262.92
定	261.16
于	260.15
以后	259.28
管	259.25
照片	258.95
每个	258.89
欢迎	258.57
敢	258.27
兄弟	257.28
从来	255.79
总是	254.93
嘴	253.77
跳	253.26
拜托	252.07
女儿	251.89
抓	251.29
小姐	251.08
动	250.58
赢	249.3
消息	248.79
女	248.7
忙	248.67
或许	247.86
如此	247.57
队	247
无法	245.21
房子	245.12
拉	245
衣服	242.35
听说	241.4
救	241.31
参加	240.89
办法	240.23
睡	239.4
唯一	239.16
回去	238.27
人们	238.18
晚	237.58
该死	235.64
闭	235.32
选择	235.05
坏	233.76
原因	233.38
下去	231.53
受	231.2
连	229.71
好好	229.65
全	229.32
确实	227.45
挺	226.64
此	226.4
水	225.98
混蛋	225.72
杯	224.79
保证	224.02
学校	223.63
卖	222.82
信	222.08
接受	221.9
改变	221.6
舞	221.19
看来	221.07
高	221.04
麻烦	219.87
出现	218.26
打算	218.06
电影	216.09
试	215.55
身上	215.46
房间	214.87
美	214.63
不管	214.18
书	213.2
特别	212.57
注意	212.51
球	212.27
查	212.27
忘	212.24
甚至	211.65
保护	211.47
真正	211.35
结果	211.2
表现	211.11
拍	210.93
姆	210.67
其实	210.66
小心	209.32
进来	208.64
路	208.46
呆	208.16
四	208.04
久	207.65
当时	206.73
或	206.64
懂	206.37
只有	206.16
怎么办	204.82
第	203.96
马	202.58
讲	202.26
绝对	202.17
长官	202.11
员	201.6
进去	201.42
至少	201.21
律师	201.12
喔	199.72
整个	199.6
听到	199.57
表演	198.47
正在	198.32
无	198.17
已	197.81
笑	197.58
选	197.31
感到	197.1
那边	195.91
远	195.85
儿	195.82
故事	195.28
疯	195.25
换	194.98
结婚	194.8
猜	194.39
咱们	194.33
床	193.91
处理	193.7
妻子	193.58
进行	193.31
内	191.85
是否	191.79
段	191.67
令	191.53
刚刚	191.44
案子	191.17
行动	190.93
第二	190.15
努力	189.59
害怕	189.17
酒	188.93
发	188.48
调查	188.37
失去	188.22
歌	188.07
成功	187.95
唱	187.8
考虑	187.65
刚才	187.2
约会	186.82
节目	186.4
通过	185.29
之间	185.18
别的	185.12
学	185.09
开心	184.88
母亲	184.67
辆	184.52
主意	183.15
探	183.03
丈夫	182.28
待	181.93
变成	181.93
倒	181.6
离	181.48
解释	181.48
往	181.33
万	179.78
联系	179.48
派	178.89
关	178.8
证明	178.47
句	178.38
五	175.96
生命	175.82
有点	175.79
靠	175.58
解决	175.52
办公室	175.34
难道	175.13
作为	174.8
奇怪	173.88
生	173.37
由	172.86
男	172.15
极了	172.03
同意	171.67
如	171.31
游戏	170.87
帮忙	170.66
指	170.48
危险	170.24
讨厌	169.65
曾经	169.59
眼睛	169.11
外面	167.02
处	166.25
国家	166.22
看上去	165.92
总统	165.41
间	165.35
伤害	165.02
控制	164.99
最近	164.91
声音	164.64
糟	164.34
快乐	164.1
偷	163.98
首	163.98
可爱	163.89
进入	163.65
能够	163.44
事实上	162.79
哈	162.76
醒	162.67
分	162.61
完成	162.46
部	162.04
昨晚	161.98
同	161
医院	160.7
不行	160.64
半	160.64
而已	160.64
上面	159.87
样子	159.09
少	158.73
有趣	157.87
提	157.48
没关系	157.27
斯	156.86
杰克	156.17
真的	156.05
部分	155.96
要求	155.52
糟糕	155.4
除了	153.43
容易	153.4
保持	153.34
虽然	153.25
办	153.19
教	152.83
想到	152.83
理解	152.77
证据	152.56
加	152.33
脸	151.82
简单	151.7
不同	151.64
夫人	151.49
父母	151.46
重	151.4
恩	151.22
曾	150.57
事实	149.91
飞机	149.64
家庭	149.55
象	149.37
装	149.23
秘密	149.08
法	148.96
尸体	148.87
打开	148.72
季	148.06
检查	148.06
早上	147.65
玩笑	147.05
任务	146.93
现场	146.57
使	146.51
转	145.59
博士	145.5
直到	145.05
紧张	144.72
二	144.55
简直	144.37
放弃	143.77
小子	143.62
电视	143.56
强	143.5
不好意思	143.23
大概	143.2
的确	143.17
特	142.85
药	142.73
回到	142.7
男孩	142.46
音乐	142.37
身体	142.01
血	141.56
留下	140.7
方式	140.43
伤	140.37
怪	140.25
美元	140.13
监狱	139.24
莉	139.19
读	138.94
这边	138.64
重新	138.23
瞧	138.14
疯狂	138.08
收到	137.27
其中	137.21
片	137.03
想法	136.35
纽约	136.11
家里	136.02
黑	136.02
身	134.92
还要	134.86
作	134.17
后面	134.14
性	133.93
带来	133.9
昨天	133.64
不好	133.61
抓住	133.58
记录	133.55
点儿	133.31
老兄	133.16
来自	133.01
越	132.86
大学	132.8
照顾	132.68
太太	132.12
聪明	131.61
本来	131.61
加油	131.49
实际上	131.46
甜	131.16
怕	131.01
多久	130.92
并且	130.83
直接	130.65
对于	130.36
记	130.33
突然	130.15
啥	130.15
开枪	130.12
声	128.63
除非	128.15
集	128
店	127.97
酷	127.85
正常	127.61
死亡	127.41
终于	127.38
拥有	127.2
警	126.48
船	126.48
付	126.24
派对	126.12
遍	125.74
步	125.44
不再	125.35
鬼	125.26
咖啡	125.05
傻	124.96
阻止	124.57
想象	124.51
冷静	124.48
方法	124.42
犯	123.56
扔	123.56
祝	123.29
能力	123.29
完美	123.23
克	123.05
口	123.02
目标	122.9
娜	122.88
耶	122.81
日	122.64
有关	122.28
精神	122.19
另外	122.16
放松	121.98
丢	121.86
休息	121.47
每天	121.38
回答	121.32
凶手	121.15
负责	121.03
命	121.03
外	120.97
碰	120.88
介意	120.82
梦	120.82
试试	120.79
那天	120.22
系统	119.21
睡觉	119.21
滚	119
谋杀	118.91
礼物	118.88
那种	118.85
戴	118.85
各位	118.7
错误	118.61
子	118.4
随便	118.37
头发	117.9
藏	117.24
关心	117.03
底	117
干吗	116.97
兴趣	116.91
情	116.7
报告	116.61
从没	116.47
替	116.44
面	116.44
经历	116.29
六	116.2
飞	116.08
老师	115.63
气	115.18
不用	115.03
小孩	115.03
人类	114.97
冲	114.83
自由	114.71
支持	114.5
星期	114.38
脚	114.35
很快	114.35
毁	114.35
生气	114.11
建议	113.84
做到	113.78
套	113.75
哭	113.66
屁股	113.39
生日	113.28
晚安	113.16
否则	113.16
画	113.13
病	113.07
线	113.01
啡	113
光	112.65
安排	112.56
神	112.56
年轻	112.56
操	112.53
下面	112.41
姑娘	112.23
道	111.99
按	111.84
钥匙	111.81
法官	111.76
包	111.73
腿	111.7
自	111.58
选手	111.25
信息	111.04
整	110.53
投票	110.32
哥哥	110.29
手术	110.15
必要	110.15
身边	110.12
知	109.91
任何人	109.46
票	109.22
撒谎	109.19
武器	108.92
痛苦	108.74
全部	108.36
手机	108.33
忘记	108.27
存在	108.12
首先	108.03
组	108
照	107.82
交	107.73
以及	107.61
十	107.61
台	107.43
搬	107.25
个人	107.22
代表	106.9
坚持	106.84
意义	106.72
楼	106.72
承认	106.57
发誓	106.42
理由	106.42
显然	106.3
局	106.21
政府	105.79
这次	105.76
生意	105.7
眼	105.5
火	105.41
遇到	105.41
猫	105.05
即使	104.81
记住	104.75
到处	104.66
幸运	104.33
卡	104.21
洗	104.18
那时	104.15
干什么	104.09
事儿	104
混	103.8
犯罪	103.41
挂	103.23
跳舞	103.11
白痴	102.72
信任	102.57
新闻	102.57
未来	102.54
道歉	102.51
可怜	102.19
实在	102.13
骗	101.92
加入	101.89
病人	101.77
案	101.71
根	101.65
吓	101.59
治疗	101.32
原谅	101.32
行为	101.23
比较	100.99
边	100.9
双	100.87
婚礼	100.79
弟弟	100.64
组织	100.55
想想	100.49
见面	100.34
经常	100.28
城市	99.83
老板	99.83
合作	99.68
来到	99.59
一会儿	99.53
乱	99.32
词	99.29
尔	99.18
超	99.18
差不多	99.15
支	99
老婆	98.97
中心	98.91
可怕	98.91
笔	98.82
满	98.7
假	98.67
明显	98.55
研究	98.52
意识	98.37
附近	98.37
同性恋	98.31
打扰	98.13
好运	98.04
线索	97.39
面前	97.3
消失	97.27
妹妹	97.24
正确	97.15
位置	96.97
答应	96.61
收	96.49
砸	96.34
街	95.96
电脑	95.69
区	95.33
撞	94.97
借	94.94
秒	94.61
似乎	94.11
放下	94.08
力量	93.9
命令	93.81
同时	93.75
提供	93.69
威胁	93.63
输	93.54
号码	93.48
日子	93.48
座	93.36
比如	93.01
哪个	93.01
剩下	92.95
严重	92.71
感	92.35
享受	92.29
战争	92.26
恭喜	92.2
杀死	92.2
其	92.02
影响	91.96
利用	91.75
恨	91.72
杀人	91.31
脱	91.28
陪	91.19
失踪	90.95
认真	90.86
真相	90.8
法律	90.74
训练	90.59
米	90.44
值得	90.41
阿	90.35
主	90.32
有意思	90.29
热	90.17
使用	89.93
差	89.91
方面	89.88
银行	89.52
恐怖	89.25
尽	88.86
原来	88.83
警官	88.77
性感	88.62
自杀	88.5
酒吧	88.47
讨论	88.41
同样	88.21
身份	88.06
说明	88.03
什么样	88.03
安静	87.97
岛	87.94
模特	87.91
多么	87.79
足够	87.79
饿	87.73
学生	87.7
红	87.4
鸡	87.37
养	87.31
下午	87.28
仍然	87.1
一旦	87.1
追	86.92
动作	86.92
谢	86.89
意味着	86.83
受到	86.66
群	86.54
之一	86.48
因	86.45
约	86.36
第三	86.36
赶	86.21
面对	86.18
怀疑	86.09
慢	86.06
居然	86.03
就要	85.94
拒绝	85.85
家人	85.85
雷	85.64
演员	85.58
烧	85.46
真实	85.4
交易	85.31
破	85.22
停止	85.14
人生	85.02
清	84.9
因此	84.84
恶心	84.84
受伤	84.72
夜	84.57
婊子	84.33
属于	84.27
舞蹈	83.88
根据	83.85
几乎	83.7
算是	83.65
演	83.62
尼	83.53
答案	83.5
出色	83.44
目前	83.41
活动	83.26
锁	83.17
梦想	83.17
最终	83.08
大人	82.99
再次	82.99
既然	82.96
人员	82.9
英雄	82.84
坐下	82.78
感受	82.72
副	82.69
事件	82.69
吻	82.66
罪	82.27
逃	82.24
通知	82.15
不得不	82.15
无论	82.09
放开	82.07
刀	81.71
后来	81.68
愿	81.65
适合	81.56
允许	81.5
失望	81.5
意见	81.26
获得	81.14
要是	81.05
近	80.99
数	80.69
公寓	80.66
文件	80.43
只能	80.01
白	80.01
寻找	80.01
攻击	79.8
烂	79.77
不然	79.32
邀请	79.32
尽管	79.2
姐姐	79.14
浪费	78.82
多谢	78.73
女朋友	78.73
动物	78.58
一半	78.49
某个	78.46
躲	78.46
为何	78.4
要么	78.34
逼	78.28
欠	78.19
轮	78.07
试图	78.04
反应	77.86
西	77.68
一边	77.33
听见	77.27
舒服	77.21
失败	77.21
通	77.21
有时	77.12
一般	77.09
蛋	77.03
介绍	77
意外	76.88
字	76.67
入	76.61
责任	76.58
食物	76.34
洛杉矶	76.34
遗憾	76.31
反正	76.28
杀手	76.28
设计	76.25
封	76.25
赢得	76.16
正是	76.13
证人	75.86
美丽	75.83
压力	75.75
味道	75.54
淘汰	75.54
鱼	75.48
厉害	75.48
射	75.42
室	75.3
醉	75.24
蠢	75.24
未	75.12
德	75
私人	74.97
某	74.88
出发	74.79
伟大	74.64
兴奋	74.64
观众	74.61
臭	74.49
达	74.37
自从	74.34
钟	74.2
子弹	74.17
垃圾	74.08
叔叔	74.08
男朋友	73.87
疼	73.84
毒品	73.72
签	73.6
不必	73.57
反对	73.57
颗	73.39
停下	73.3
肉	73.21
测试	73.12
精彩	73.12
金	73
感情	72.91
有时候	72.82
袭击	72.79
演出	72.65
一生	72.65
不在乎	72.62
朝	72.62
呼吸	72.59
明星	72.56
机	72.38
城	72.38
超级	72.35
灵魂	72.29
破坏	72.23
只不过	72.2
房	72.05
愉快	72.02
爆炸	71.93
迟到	71.93
带走	71.9
晚餐	71.78
开玩笑	71.72
角色	71.63
脑子	71.57
路上	71.51
见鬼	71.42
杂志	71.39
秀	71.24
服务	71.15
合适	71.1
学习	71.1
顿	71.01
便	70.95
包括	70.83
累	70.8
汽车	70.74
时刻	70.44
单	70.38
广告	70.26
哥们	70.23
英国	70.2
样	69.9
笨蛋	69.9
冷	69.84
圾	69.75
相当	69.72
投	69.69
闻	69.66
公平	69.63
玩意	69.58
及	69.55
鞋	69.52
屁	69.52
盯	69.43
自然	69.4
堆	69.34
历史	69.31
深	69.28
取	69.22
法庭	69.22
俱乐部	69.07
通常	69.04
拯救	68.98
差点	68.86
啤酒	68.86
咬	68.68
短	68.65
地球	68.35
紧	68.35
透	68.26
受害者	68.2
力	67.91
愚蠢	67.85
炸弹	67.61
帅	67.61
踢	67.55
联邦	67.4
评委	67.16
客气	67.1
造成	67.1
经过	67.1
周末	67.07
星	67.07
信号	67.07
跟踪	67.04
推	67.04
喝酒	67.04
关键	67.01
下次	67.01
充满	67.01
断	66.95
其它	66.89
再说	66.83
空	66.83
抱	66.74
究竟	66.71
美好	66.68
班	66.62
架	66.59
圣	66.59
恐怕	66.56
准	66.45
抢	66.42
课	66.36
习惯	66.27
现实	66.27
做出	66.24
上班	66.21
躺	66.18
越来越	66.06
山	65.97
名单	65.94
不幸	65.82
恢复	65.79
确认	65.76
聚会	65.76
怀孕	65.76
公园	65.76
绑架	65.55
部落	65.49
肯	65.46
资料	65.31
干净	65.25
婚姻	65.19
痛	65.16
亲	64.98
教堂	64.87
皮	64.78
鸟	64.75
爽	64.75
健康	64.63
客户	64.63
圈	64.63
脑袋	64.54
不够	64.48
嘘	64.42
前面	64.33
分手	64.33
方向	64.27
心理	64.15
幸福	64.12
树	64.09
救命	64.06
接着	64.06
项	63.97
疯子	63.88
赛	63.76
将军	63.73
技术	63.67
吃饭	63.64
传	63.58
困难	63.55
不许	63.49
某种	63.49
记忆	63.43
乐队	63.37
紧急	63.37
高中	63.34
听听	63.2
正好	63.08
州	63.08
毫无	63.02
提醒	62.99
旅行	62.96
惊喜	62.87
拿走	62.87
接近	62.84
逮捕	62.72
吵	62.57
旁边	62.54
激动	62.48
骄傲	62.42
而是	62.36
利	62.36
牌	62.33
八	62.3
成员	62.24
监视	62.12
女性	62
权利	61.97
说谎	61.94
圣诞	61.79
黑人	61.79
警方	61.74
法国	61.68
毛	61.65
错过	61.59
警告	61.53
老天	61.5
吉	61.47
惹	61.47
酒店	61.44
抽	61.23
之类	61.17
王	61.17
冠军	61.02
尝试	60.96
教练	60.9
常	60.81
对方	60.69
随时	60.69
弹	60.6
敌人	60.54
搭档	60.45
从未	60.45
帐	60.36
谈话	60.3
度	60.3
背	60.3
节	60.19
排	60.07
约翰	60.07
许多	60.04
人物	60.04
头儿	60.01
叫做	60.01
猪	59.95
感激	59.92
随	59.62
中国	59.44
牛	59.32
瓶	59.29
蛋糕	59.23
吸	59.2
顺利	59.17
死者	59.14
傻瓜	59.05
英里	58.99
嫁	58.99
挑战	58.93
死去	58.84
上去	58.81
七	58.78
职业	58.58
菜	58.52
改	58.49
地址	58.4
意	58.4
赚	58.4
不少	58.31
地狱	58.16
于是	58.13
自我	58.13
非	58.07
对付	58.07
好事	58.04
唔	58.04
元	57.98
祈祷	57.98
编	57.92
收拾	57.86
客人	57.8
状态	57.77
战	57.71
亚	57.65
周围	57.59
报道	57.56
戏	57.5
参与	57.38
运动	57.32
彼此	57.23
荣幸	57.2
会议	57.17
到达	57.14
爬	57.11
赌	57.11
显示	57.08
队伍	57.06
立刻	57.03
绝不	57
舞台	56.97
吐	56.97
奶奶	56.94
配	56.91
取消	56.88
离婚	56.85
等待	56.85
爱情	56.82
尽力	56.82
十分	56.64
尊重	56.64
教授	56.58
去年	56.55
语	56.4
超过	56.37
丝	56.34
开车	56.28
仍	56.22
寄	56.22
器	56.22
聊	56.16
指纹	56.01
庆祝	55.98
住手	55.95
娘	55.86
偶像	55.83
同志	55.83
裤子	55.77
军队	55.74
假装	55.74
想起	55.71
侦探	55.71
狂	55.71
拖	55.36
实验室	55.24
顺便	55.24
吹	55
害	54.94
或是	54.91
修	54.91
在乎	54.85
无聊	54.82
状况	54.79
目的	54.7
恶魔	54.67
确保	54.64
心脏	54.55
似的	54.46
舞会	54.43
急	54.43
风	54.37
耍	54.37
罗	54.34
家族	54.31
慢慢	54.25
低	54.25
剩	54.22
战斗	54.16
饭	54.04
脑	54.01
复杂	54.01
社会	53.81
烦	53.78
故意	53.75
邻居	53.75
今年	53.72
调	53.69
心里	53.69
展示	53.69
意大利	53.66
起诉	53.63
哥	53.6
好人	53.6
国王	53.6
长大	53.57
类	53.48
交给	53.36
瑞	53.33
尿	53.3
屎	53.27
陪审团	53.18
项目	53.15
集中	53.06
实话	53.06
表情	53
冒险	52.97
好处	52.94
格	52.94
左	52.85
海	52.82
吸血鬼	52.76
胜利	52.73
竟然	52.67
普通	52.61
官	52.58
直	52.52
表示	52.49
印象	52.4
出生	52.26
进展	52.23
估计	52.11
乐	52.08
地点	52.05
经理	52.02
轻松	51.99
乐意	51.99
作用	51.84
右	51.81
举	51.81
安	51.78
期待	51.75
师	51.69
小伙子	51.69
保险	51.66
天使	51.66
落	51.66
难以置信	51.63
录	51.63
单独	51.63
反	51.6
队长	51.6
著名	51.54
理	51.54
日本	51.51
专家	51.48
为止	51.45
具	51.39
墨西哥	51.36
旅馆	51.33
邪恶	51.27
赶快	51.21
不知	51.18
更加	51.18
层	51.15
挖	51.15
好几	51.09
风格	51.06
免费	51.06
追踪	51
伤心	51
每次	51
报纸	50.97
机器	50.94
式	50.94
塞	50.91
解雇	50.77
颜色	50.77
好莱坞	50.74
无关	50.71
时光	50.68
记者	50.65
方	50.62
尽快	50.62
价值	50.59
仔细	50.56
巧克力	50.47
女生	50.38
挑	50.35
辣	50.35
互相	50.32
切	50.32
招	50.32
炸	50.29
墙	50.29
流	50.17
厕所	50.14
无辜	50.11
彻底	50.08
搭	50.05
相	50.02
权	49.96
翻	49.96
摆	49.9
过程	49.87
上次	49.84
申请	49.72
压	49.69
手上	49.69
烤	49.66
请求	49.63
原	49.54
圣诞节	49.54
某些	49.51
人民	49.51
恐惧	49.45
谈论	49.36
命运	49.36
小组	49.33
引起	49.25
发展	49.19
分子	49.16
白人	49.04
惊讶	48.98
灯	48.98
桌子	48.92
巴	48.86
毕业	48.83
练习	48.8
黑暗	48.74
机场	48.71
事业	48.71
稍	48.65
仅	48.56
不可思议	48.5
结	48.5
爷爷	48.44
会儿	48.44
正式	48.38
厨房	48.38
特殊	48.26
扯	48.2
专业	48.14
老实	48.14
晚饭	48.08
吸引	48.02
年代	48.02
士兵	48.02
蓝	47.99
以来	47.87
心情	47.84
难过	47.84
型	47.81
呐	47.78
报	47.78
屋子	47.75
制造	47.75
全都	47.69
打赌	47.55
中间	47.52
退	47.49
唱歌	47.43
冒	47.4
伦敦	47.37
至	47.34
特工	47.28
镇	47.28
停车	47.19
奖	47.19
雇	47.19
冰	47.16
戒指	47.16
回头	47.16
洞	47.13
祝贺	47.13
案件	47.04
条件	46.98
若	46.95
作品	46.95
手里	46.92
爱上	46.86
则	46.8
档案	46.74
千万	46.74
去世	46.71
靠近	46.71
一刻	46.59
应	46.53
饼	46.53
规则	46.47
接到	46.44
付出	46.41
队员	46.32
帽子	46.29
协议	46.29
说服	46.26
上周	46.26
何	46.26
电	46.23
司机	46.2
搜查	46.17
产生	46.14
千	46.09
布	46.06
时代	46.03
接触	46.03
卡车	46
抢劫	45.94
碰到	45.94
神父	45.88
规矩	45.85
洛	45.73
之中	45.7
火车	45.7
说实话	45.67
什	45.64
糖	45.61
旧	45.61
逃跑	45.61
灵	45.49
般	45.49
部门	45.49
基本	45.43
控	45.37
出租车	45.37
分析	45.34
代价	45.31
地区	45.28
背叛	45.28
趟	45.28
天堂	45.25
拍摄	45.25
年轻人	45.19
导致	45.19
脸上	45.19
对待	45.16
主人	45.16
表	45.1
释放	45.04
困	44.89
大街	44.89
箱子	44.86
耶稣	44.83
由于	44.83
宣布	44.77
乔	44.65
执行	44.62
物	44.56
报警	44.56
不对	44.54
密码	44.45
红色	44.45
骗子	44.39
货	44.3
空间	44.27
折磨	44.18
油	44.06
尸	43.94
留言	43.88
熊	43.82
想念	43.79
而言	43.79
值	43.79
倍	43.76
擦	43.67
尤其	43.64
卷	43.64
经验	43.61
盒子	43.61
艘	43.58
干杯	43.58
看法	43.55
大脑	43.55
共	43.52
罪犯	43.49
不到	43.46
问问	43.43
干掉	43.37
指控	43.34
星球	43.34
录像	43.22
刺	43.19
程序	43.19
情报	43.19
炒	43.19
情绪	43.1
今	43.1
怪物	43.1
创造	43.1
杀害	43.07
内心	43.04
暴力	42.93
脏	42.9
走开	42.87
事故	42.84
艺术	42.81
满意	42.81
大多数	42.78
速度	42.72
神经	42.72
汤姆	42.72
牺牲	42.66
勇敢	42.63
愤怒	42.57
合	42.51
奇	42.48
数字	42.48
咪	42.48
纸	42.45
地上	42.42
范围	42.42
称	42.42
骑	42.42
尽量	42.42
太阳	42.3
午餐	42.3
提出	42.3
暂时	42.27
据	42.27
午饭	42.27
优秀	42.12
亲自	42.09
迟	42.06
歌曲	42.06
婴儿	42
极	41.97
兰	41.94
笑话	41.94
可惜	41.94
响	41.88
石头	41.88
英尺	41.82
屋	41.76
省	41.76
细节	41.73
顶	41.73
科学	41.7
迷	41.7
笨	41.7
塔	41.7
有的	41.67
道理	41.64
船长	41.61
撒	41.58
歌手	41.58
上校	41.58
运气	41.55
主要	41.52
烟	41.49
同事	41.49
餐厅	41.49
喊	41.49
各	41.46
魔	41.46
美女	41.41
距离	41.35
毒	41.26
讲话	41.23
有所	41.23
制作	41.23
莱	41.2
摔	41.2
街上	41.2
团队	41.05
早就	40.99
鼻子	40.96
相处	40.96
罢了	40.93
绝	40.9
归	40.9
度过	40.9
拳	40.84
关注	40.81
德国	40.78
大部分	40.75
窗户	40.75
奇迹	40.72
空气	40.69
护士	40.69
分享	40.6
萨	40.6
被捕	40.6
基	40.57
后悔	40.48
信仰	40.48
保安	40.45
变态	40.45
媒体	40.45
赶紧	40.42
匹	40.39
角	40.39
所谓	40.39
建立	40.36
印	40.33
无所谓	40.24
变化	40.21
表达	40.21
大约	40.18
东	40.15
一辈子	40.15
仅仅	40
华盛顿	39.97
造	39.97
姐妹	39.94
神秘	39.91
实现	39.91
市	39.88
维	39.86
瞧瞧	39.86
政治	39.86
症	39.83
第四	39.83
魔鬼	39.8
查理	39.74
孤独	39.74
蒂	39.74
内容	39.71
巨大	39.71
宝宝	39.65
惩罚	39.62
加上	39.59
开门	39.47
蓝色	39.44
退出	39.41
鬼魂	39.38
对手	39.38
前进	39.38
怎	39.38
乔治	39.35
神奇	39.32
牧师	39.29
年级	39.26
辜	39.26
代	39.23
登	39.23
环境	39.23
提到	39.23
